file_id,truth,correct_baseline,correct_select_macro,false_alarms_baseline,false_alarms_select_macro,speed_mps,side_i_vibration__rms__mean,side_ii_vibration__rms__mean
Train1.csv,Normal,3,3,0,0,1.7507403137816908,0.1809529870987233,0.1629867479802468
Train10.csv,Normal,3,3,0,0,8.590496963386432,0.2315470835590317,0.2235722528996789
Train100.csv,Side I,0,2,0,0,12.922837400880107,0.546128016052186,0.4994933334106511
Train101.csv,Normal,3,3,0,0,3.9762576618092633,0.198238139562871,0.1886871311709608
Train102.csv,Normal,3,3,0,0,11.780405162225954,0.2275062085728955,0.2204925618739844
Train103.csv,Side II,3,3,0,0,17.284851403014148,0.6134948824009985,0.6976041859352211
Train104.csv,Side II,3,3,0,0,14.080106421854442,0.6699612947231613,0.8526915582341862
Train105.csv,Normal,3,3,0,0,0.3709195580045955,0.1444205513813166,0.1401758371106316
Train106.csv,Side I,0,0,0,0,12.848653489279188,0.5298765475213448,0.5369923192109798
Train107.csv,Normal,3,3,0,0,9.762602766680956,0.427443792047862,0.4148616237698779
Train108.csv,Normal,0,1,0,0,11.201770651738784,0.4331548987290415,0.4371430640117156
Train109.csv,Normal,3,3,0,0,16.543012287004956,0.3326886299055445,0.328210641159003
Train11.csv,Normal,3,3,0,0,0.0,0.0713673488517982,0.0559005956635438
Train110.csv,Normal,3,3,0,0,13.219573047283784,0.2782725342229062,0.2735728141676115
Train111.csv,Side II,3,3,0,0,14.094943204174628,0.5706767067676032,0.73933486882908
Train112.csv,Normal,3,3,0,0,0.0445103469605514,0.0717089824928624,0.054458186353796
Train113.csv,Normal,3,3,0,0,16.988115756610473,0.353683396368227,0.3305648399340627
Train114.csv,Normal,3,3,0,0,14.139453551135178,0.4569049471622395,0.4640279180709156
Train115.csv,Normal,3,3,0,0,9.762602766680956,0.427443792047862,0.4148616237698779
Train116.csv,Normal,3,3,0,0,4.391687566774411,0.20700241677984,0.2224394490174323
Train117.csv,Normal,3,3,0,0,15.356069701390252,0.4162470792395157,0.4638340697287668
Train118.csv,Normal,3,3,0,0,1.3353104088165435,0.0730636572266441,0.0570547900379717
Train119.csv,Normal,2,1,1,2,13.486635129047093,0.3566977125354719,0.3406434514917133
Train12.csv,Side II,2,3,0,0,14.45102597985904,0.3804986486887509,0.4636836729857134
Train120.csv,Normal,3,3,0,0,5.20771059438452,0.110517516754148,0.0999829578205764
Train121.csv,Side I,0,1,0,0,9.703255637400218,0.3239343366333814,0.2619108471452024
Train122.csv,Normal,3,2,0,1,11.587526992063562,0.4471397117663808,0.4864980218790528
Train123.csv,Normal,2,2,1,1,18.412446859348123,0.6961825081213269,0.6769642084894
Train124.csv,Normal,3,3,0,0,10.014828066124078,0.1787027791495563,0.186829943075754
Train125.csv,Normal,3,3,0,0,3.916910532528528,0.1738279856711631,0.1639435819681744
Train126.csv,Normal,3,3,0,0,18.353099730067385,0.5227004655048408,0.5455947252694862
Train127.csv,Side II,3,1,0,0,16.7804008041279,0.5741066678998888,0.715134641696366
Train128.csv,Normal,3,3,0,0,17.314524967654517,0.351831775170174,0.3766549918021293
Train129.csv,Normal,0,2,2,1,13.175062700323233,0.3900069026014041,0.4063440986182526
Train13.csv,Normal,3,3,0,0,0.0,0.0709992606228282,0.054595906260552
Train130.csv,Normal,1,3,2,0,18.62016181183069,0.7102698329185477,0.7349814923658615
Train131.csv,Normal,3,3,0,0,6.498510656240512,0.1356735363013056,0.1275969891568524
Train132.csv,Normal,3,3,0,0,9.836786678281872,0.4157158482058564,0.4160853124796813
Train133.csv,Normal,3,3,0,0,17.670607743338927,0.405749504612186,0.3880474324282632
Train134.csv,Normal,3,3,0,0,18.456957206308672,0.5755305007034259,0.6390832428288983
Train135.csv,Normal,3,3,0,0,9.272988950114886,0.2499332997802656,0.2676211224163221
Train136.csv,Normal,3,3,0,0,16.943605409649923,0.4558205533209467,0.4573440925661254
Train137.csv,Side I,3,3,0,0,12.448060366634223,0.392283636829791,0.3860265222854339
Train138.csv,Normal,3,3,0,0,0.0,0.0717759126570173,0.0550630776355228
Train139.csv,Normal,3,3,0,0,5.0445059888625,0.2528937540059752,0.2553216755158533
Train14.csv,Normal,3,3,0,0,16.3204605522022,0.3937346201495104,0.3991785246713574
Train140.csv,Normal,3,3,0,0,6.157264662876285,0.1985000308619393,0.2027273630445043
Train141.csv,Normal,3,3,0,0,9.465867120277276,0.266495131902408,0.2700034556665726
Train142.csv,Normal,3,3,0,0,0.0890206939211029,0.1282730862904307,0.1340346949209384
Train143.csv,Normal,3,3,0,0,12.759632795358083,0.5558541005294315,0.5408718053024473
Train144.csv,Normal,3,3,0,0,6.261122139117572,0.1877244240031247,0.1781587991201513
Train145.csv,Normal,3,3,0,0,4.391687566774411,0.1591160162701519,0.1663843007979548
Train146.csv,Normal,2,2,1,1,11.261117781019518,0.5143086515404307,0.5419057274252401
Train147.csv,Normal,3,3,0,0,10.934708569975475,0.2102794583888959,0.1972243945427531
Train148.csv,Normal,3,3,0,0,0.0,0.0714491923001156,0.0536882345577608
Train149.csv,Normal,3,3,0,0,5.5934669347093,0.279963841825459,0.3100821810711698
Train15.csv,Normal,3,3,0,0,15.934704211877422,0.4364506209278285,0.4067073739972358
Train150.csv,Side I,0,0,0,0,12.997021312481024,0.5834515101241777,0.5765129127872033
Train151.csv,Normal,3,3,0,0,10.370910841808488,0.188493250587494,0.1825483441901775
Train152.csv,Normal,3,3,0,0,16.498501940044406,0.3492542400370794,0.3215946200089108
Train153.csv,Normal,3,3,0,0,4.732933560138638,0.2635156151677638,0.241954991988122
Train154.csv,Normal,3,2,0,1,15.34123291907007,0.4686826163941368,0.4098054218454442
Train155.csv,Normal,3,3,0,0,0.0,0.0701446923165169,0.05325708755989
Train156.csv,Normal,3,3,0,0,2.017802395545,0.1853359857205759,0.1811822694690867
Train157.csv,Normal,3,3,0,0,0.0,0.0709594573530431,0.0525679205789864
Train158.csv,Normal,3,3,0,0,9.955480936843342,0.4535240340683077,0.4899022507312552
Train159.csv,Normal,3,3,0,0,11.765568379905767,0.2338618242548941,0.2144210376245008
Train16.csv,Normal,3,3,0,0,2.3145380419486754,0.2326925643093376,0.2257313617120429
Train160.csv,Normal,3,3,0,0,10.163195889325916,0.4221259029268267,0.4152811087090432
Train161.csv,Normal,3,3,0,0,0.0,0.0701077057990866,0.0525777655954146
Train162.csv,Normal,3,3,0,0,0.0,0.0716257589823888,0.0553068668520202
Train163.csv,Side I,2,1,0,0,12.90800061855992,0.4608142066270161,0.4328406189521832
Train164.csv,Side II,3,2,0,1,18.516304335589403,0.7555630189218068,0.8274467904544764
Train165.csv,Normal,3,3,0,0,0.0,0.0715736997192929,0.0552925345977852
Train166.csv,Normal,3,3,0,0,8.887232609790107,0.1727261788909513,0.1698402387988776
Train167.csv,Normal,3,3,0,0,14.198800680415914,0.2870509637194333,0.3212822805510694
Train168.csv,Normal,3,3,0,0,9.955480936843342,0.4436716211822976,0.4260844176236337
Train169.csv,Normal,0,0,0,0,16.20176629364073,0.5207786940287521,0.649374982452303
Train17.csv,Normal,3,2,0,0,14.10977998649481,0.4862742832091806,0.537821870998409
Train170.csv,Side I,1,3,0,0,13.145389135682866,0.3043839445964512,0.2701848231702443
Train171.csv,Normal,3,3,0,0,2.6557840353129034,0.0774621280757029,0.0625149525355303
Train172.csv,Normal,3,3,0,0,5.652814063990035,0.2413792162062694,0.2878267432267664
Train173.csv,Normal,3,3,0,0,17.40354566157562,0.4120551168981875,0.4436649222576078
Train174.csv,Normal,3,3,0,0,12.373876455033306,0.3675115248651117,0.3427927067923715
Train175.csv,Normal,3,3,0,0,15.059334054986572,0.4202597787488103,0.3685515692698419
Train176.csv,Normal,3,2,0,0,8.7091912219479,0.2747386995794086,0.32934228358257
Train177.csv,Normal,2,3,1,0,15.667642130114112,0.5784968810173599,0.5182161803074211
Train178.csv,Normal,3,3,0,0,0.0,0.0708765519178651,0.052998656463889
Train179.csv,Side II,3,3,0,0,13.382777652805803,0.8034242850066127,0.9439617654061024
Train18.csv,Normal,3,3,0,0,15.252212225148964,0.3360096876412359,0.340620126803761
Train180.csv,Side I,0,0,0,0,18.54597790022977,0.5538698138252272,0.5696445798985736
Train181.csv,Normal,3,3,0,0,0.0,0.0705268300212766,0.0552250618119691
